click_timestamp,click_id,article_id,revenue
2024-12-13 19:56:09,60423,9673896,9.67
2024-11-06 4:52:41,18409,5726731,13.63
2024-12-19 21:06:20,71996,5726731,11.96
2024-11-24 23:40:50,85252,9240757,7.65
2024-12-16 22:42:27,19490,9240757,7.39
2024-11-17 22:51:04,19985,1248956,13.06
2024-12-09 1:02:53,74656,1248956,18.17
2024-12-17 8:08:52,45414,1248956,6.15
2025-05-11 19:09:14,55775,8981371,3.85
2025-05-23 8:17:31,40202,8981371,10.88
2025-05-12 1:10:04,37325,2949889,4.46
2025-05-10 9:00:45,18298,2949889,15.05
2025-05-04 8:52:51,96304,9706178,12.11
2025-05-14 13:12:15,16516,9706178,19.25
2025-05-25 17:30:02,17181,9636132,15.67
2025-05-27 0:44:11,41159,1621279,17.15
2025-05-06 14:22:58,24699,7517505,14.54
2025-05-13 16:20:15,52885,7517505,9.74
2025-05-13 21:17:26,13967,8130934,1.41
2025-05-22 2:18:12,90661,7332553,2.24
2025-05-16 5:27:38,76643,7332553,6.81
2025-05-25 19:51:03,40025,7332553,7.98
2025-05-28 23:46:25,75400,3637028,12.45
2025-05-03 3:42:50,86539,3637028,8.25
2025-05-26 5:45:03,32310,5325173,3.9
2025-05-27 3:20:31,97889,5325173,17.81
2025-05-10 13:33:45,79114,9839316,19.01
2024-12-23 11:47:09,55322,6286170,4.52
2024-12-19 12:03:26,85220,6286170,19.86
2024-11-01 2:23:52,14252,3691405,17.82
2024-12-08 5:40:51,11055,8873518,17.4
2024-11-28 15:37:28,84787,8873518,16.53
2024-12-26 16:36:48,20047,8873518,9.24
2024-11-01 8:36:07,90580,8873518,10.5
2024-11-25 19:28:21,64260,4485380,1.13
2024-11-05 21:30:47,17015,4485380,11.45
2024-11-18 5:15:50,10450,4485380,1.69
2024-10-20 0:56:45,77681,1825322,17.38
2024-11-09 9:45:40,78187,1825322,3.26
2024-12-17 21:37:26,54186,7496650,3.86
2024-12-04 3:30:03,84309,7496650,10.79
2024-12-24 14:19:32,13144,9523416,3.99
2024-12-04 22:36:13,85240,9523416,12.28
2024-12-30 10:54:52,37137,9523416,9.69
2024-11-16 13:16:12,85842,1221696,18.65
2024-12-20 10:51:32,87276,7946512,3.65
2024-10-29 1:36:28,61818,7946512,5.39
2025-02-16 1:39:53,80726,3625666,8.95
2025-02-10 16:00:11,69476,1580010,11.48
2025-02-03 5:50:34,62432,1580010,11.52
2025-02-04 12:51:03,16482,3152478,16
2025-02-10 10:32:00,73764,3152478,17.66
2025-02-19 15:22:02,97170,9896060,2.51
2025-02-12 20:15:44,79427,9896060,10.66
2025-02-01 6:27:36,99366,6400149,5.48
2025-02-06 4:10:59,55722,6400149,19.17
2025-02-11 14:58:06,79815,6400149,15.14
2025-02-26 3:27:52,55260,6400149,14.21
2025-02-13 2:20:13,34222,6400149,9.89
2025-02-23 3:48:59,34766,3070151,6.63
2025-02-23 13:20:54,39438,3070151,17.94
2025-02-16 9:40:44,61931,3070151,9.99
2025-02-25 12:06:33,95067,5330249,12.75
2025-02-27 14:19:01,16885,5330249,11.06
2025-02-08 17:25:56,46327,2508366,12.47
2025-02-24 1:02:08,11693,2508366,6.6
2024-07-17 13:09:25,79442,9025425,19.39
2024-07-17 7:45:53,12887,9025425,7.45
2024-07-16 11:17:14,57647,3954646,19.26
2024-07-16 8:01:49,39429,2056952,12.89
2024-07-15 20:48:21,19962,2056952,18.34
2024-07-16 0:27:20,54082,7112469,4.17
2024-07-16 15:19:57,87317,7112469,12.91
2024-07-15 16:50:23,10467,3449021,10.57
2024-07-15 11:07:36,52025,8671190,8.82
2024-07-15 4:40:37,77993,8671190,2.9
2024-07-16 15:30:42,33928,7696595,11.32
2024-07-15 4:32:02,33494,7696595,3.96
2024-07-16 6:35:38,11138,7778644,16.42
2024-07-17 8:03:17,16483,7778644,16.43
2024-07-15 1:25:20,22503,1449546,13.15
2024-07-17 7:44:56,28741,1449546,13.14
2024-07-16 10:43:57,63759,6336176,19.64
2024-07-16 1:36:51,98151,6336176,9.26
2024-07-16 4:23:52,11554,6336176,13.38
2025-03-27 3:04:20,59959,8374907,6.27
2025-03-27 12:17:24,11832,8374907,5.72
2025-03-11 16:56:46,85742,3692441,3.34
2025-03-14 5:59:33,92712,3692441,6.92
2025-03-19 21:03:05,53240,6436403,16.69
2025-03-20 15:03:47,10711,7532503,14.56
2025-03-23 16:32:56,83571,7532503,13.97
2025-03-26 22:17:56,73032,5387692,9.09
2025-03-20 3:04:00,48454,5387692,12.74
2025-03-02 7:34:34,59000,2959153,3.28
2025-03-21 19:22:12,79985,2959153,1.72
2025-03-23 9:55:03,36652,2959153,12.35
2025-03-19 9:41:16,56166,4025925,14.33
2025-03-23 1:45:47,75054,4025925,13.23
2025-03-19 9:42:50,48210,4025925,11
2025-03-21 11:09:31,12449,4025925,13.28
2025-03-23 19:56:49,69513,4709493,17.09
2025-03-27 4:28:07,20154,4709493,12.49
2025-03-17 23:44:00,30102,4709493,18.72
2024-12-22 22:12:08,53660,4863488,3.01
2024-11-16 22:54:14,78155,4863488,12.49
2024-11-27 0:06:21,29502,1935126,7.61
2024-12-15 3:54:30,17332,3877930,19.62
2024-11-21 3:03:29,59738,3877930,10.9
2024-11-20 13:16:24,93423,8264409,2.55
2024-12-07 13:48:13,20318,1116799,6.06
2024-12-22 5:30:03,27386,1116799,10.2
2024-12-14 9:54:58,43111,1116799,13.43
2024-12-19 20:56:48,56437,3253508,18.01
2024-12-24 18:33:18,73267,3253508,5.08
2024-11-30 2:23:11,26137,3253508,14.54
2024-11-16 5:55:03,88066,2195085,3.51
2024-12-12 22:51:06,48950,2195085,17.37
2024-12-04 6:08:09,47627,9029582,8.24
2024-11-24 15:04:15,49124,8740993,12.06
2024-12-18 12:37:26,67584,8740993,10.58
2024-11-26 18:56:24,43246,8740993,7.26
2025-01-10 21:02:21,43368,5060969,1.02
2025-01-06 23:50:56,66448,5060969,4.69
2025-01-25 19:05:47,38859,5060969,3.98
2025-01-08 8:20:25,77411,3705900,14.43
2025-01-05 14:44:26,23184,2377022,4.47
2025-01-28 19:07:34,43607,3047254,17.82
2025-01-22 13:58:46,86367,3047254,1.92
2025-01-27 7:38:06,49851,3047254,13.25
2025-01-13 13:12:51,43489,8053139,10.53
2025-01-18 2:40:07,50344,8053139,8.14
2025-01-28 11:18:55,25018,1648307,15.43
2025-01-18 0:42:12,94361,1648307,11.95
2025-01-09 4:58:10,32044,3917975,19.3
2025-01-26 21:13:20,41343,3917975,17.49
2025-01-27 13:25:28,71490,3291057,18.71
2025-01-23 9:33:16,27012,9023208,15.36
2025-01-28 23:54:31,95005,9023208,8.22
2025-01-13 19:51:31,61004,6467011,17.73
2025-01-22 5:24:03,27356,6467011,15.53
2025-01-21 12:31:24,31217,6467011,14.91
2025-04-14 9:52:34,76525,2929448,5.23
2025-04-26 1:54:51,81643,2929448,9.79
2025-04-05 3:44:46,29732,2929448,17.67
2025-04-20 17:31:23,67523,2684908,5.56
2025-04-12 15:59:51,17502,2684908,10.51
2025-04-24 19:50:53,19811,8709348,18.65
2025-04-01 20:05:23,16750,8709348,10.64
2025-04-11 18:10:42,92870,8709348,16.37
2025-04-12 19:28:15,78057,3078380,7.02
2025-04-29 5:33:40,34656,3078380,13.15
2025-04-26 18:34:07,13465,1627537,14.57
2025-04-27 17:14:56,43820,1627537,1.11
2025-04-23 0:39:05,52368,1627537,6.8
2025-04-13 4:54:23,69323,1627537,9.95
2025-04-10 8:22:37,14251,1627537,19.6
2025-04-27 0:19:36,31655,4586735,3.42
2025-04-09 23:42:54,70572,4586735,6.27
2025-04-24 12:07:56,47834,8853332,10.81
2025-04-29 14:55:06,46571,8853332,7.86
2025-04-26 11:14:46,64158,8853332,6.96
2025-04-10 10:09:48,80282,9308409,2.34
2025-04-18 12:27:24,40357,9308409,5.71
2025-04-01 16:29:02,71338,9308409,3.81
2024-06-14 7:35:45,40741,9561906,10.98
2024-06-03 15:31:38,13776,9561906,15.43
2024-07-04 20:33:00,41018,9561906,17.41
2024-07-13 3:49:50,93035,3255038,15.64
2024-06-05 23:31:23,20496,3255038,11.52
2024-06-28 20:49:59,49593,3255038,2.81
2024-06-24 5:44:32,63588,4120575,15.26
2024-06-09 22:47:57,85344,4120575,12.25
2024-07-12 19:58:48,74396,4472125,5.7
2024-07-10 21:50:02,19634,9393656,6.84
2024-06-24 20:55:34,97981,9393656,2.49
2024-07-01 13:21:26,39202,9393656,2.65
2024-06-08 5:49:40,14398,3508093,9.5
2024-06-15 17:59:38,48194,3508093,3.77
2024-06-13 1:09:48,22613,3508093,6.8
2024-06-30 10:24:40,14013,8880787,16.39
2024-07-01 0:30:34,63925,8880787,14.01
2024-06-26 8:50:28,17623,5925647,8.07
2024-06-22 11:48:26,44346,5925647,1
2024-07-21 19:37:22,41086,3139932,11.01
2024-07-03 22:10:24,68350,3139932,11.98
2024-07-05 19:36:55,84957,3139932,14.8
2024-07-11 2:05:25,43147,4292908,15.44
2024-07-13 20:20:06,90968,4292908,17.16
2024-07-12 15:27:47,29656,1252938,19.72
2024-07-04 15:27:24,54876,1252938,15.83
2024-07-20 19:57:26,14961,1673861,3.67
2024-07-23 19:29:15,88866,2178762,14.73
2024-07-12 5:41:21,58455,2178762,8.75
2024-07-14 17:23:26,27223,5449145,19.57
2024-07-23 0:59:05,28569,5449145,10.14
2024-07-12 7:57:30,39666,5449145,3.57
2024-07-29 15:09:16,96325,1722747,16.87
2024-07-10 14:28:33,32986,1722747,12.18
2024-07-27 10:27:40,76890,1722747,4.77
2024-07-08 5:35:06,79782,3201724,11.53
2024-07-07 21:43:02,21327,3201724,4.88
2024-07-15 22:23:37,73702,4350957,6.45
2024-07-28 15:10:27,33702,4350957,13.39
2024-07-22 7:39:03,65106,1510491,12.42
2024-08-15 18:17:30,83547,6600980,18.77
2024-08-14 5:11:23,32852,6600980,10.92
2024-08-24 23:18:47,39786,4615639,18.9
2024-08-30 0:45:47,12383,4615639,14.3
2024-08-21 23:20:59,25744,4615639,10.77
2024-08-13 3:41:59,16345,2928245,18.39
2024-08-12 2:42:58,68847,1221085,2.49
2024-08-28 22:09:19,69945,1221085,11.29
2024-08-02 0:10:12,66077,1221085,19.32
2024-08-14 2:00:11,74096,1221085,9.24
2024-08-23 20:10:23,70776,7606464,16.35
2024-08-22 11:14:04,26962,7606464,9.13
2024-08-09 19:27:00,75152,6377484,3.32
2024-08-24 20:54:07,42475,1704630,4.99
2024-08-23 19:36:06,96625,1704630,19.73
2024-08-17 4:19:56,98027,9890715,15.9
2024-08-06 1:52:03,98685,9890715,2.12
2024-08-20 23:36:04,57632,7928909,10.03
2024-08-14 23:47:53,68104,7928909,16.72
2024-08-20 10:33:38,39388,8832321,8.12
2024-08-27 16:54:32,81903,8832321,12.95
2025-04-25 6:26:20,32909,1344705,5.25
2025-04-15 15:03:30,21984,1344705,10.95
2025-04-29 14:53:53,18363,1344705,2.34
2025-05-06 8:10:02,97564,7103188,2.96
2025-04-12 15:09:08,35779,7103188,18.62
2025-04-27 13:30:12,66541,1142247,14.38
2025-05-01 11:00:54,80540,6815869,6.91
2025-04-19 21:09:45,66043,6815869,2.48
2025-04-16 8:38:29,62578,9943847,16.16
2025-05-01 6:26:32,35149,9943847,19.18
2025-04-15 21:28:17,65222,4627313,15.75
2025-05-09 13:23:12,87005,4627313,7.69
2025-04-17 16:31:26,81642,1188163,17.54
2025-04-10 15:55:54,31623,1188163,4.22
2025-04-20 21:47:42,59206,6323974,4.03
2025-04-15 12:11:30,37744,6323974,6.35
2025-04-15 16:51:28,88722,4409711,9.24
2025-04-08 4:38:58,78536,3103893,15.39
2025-03-29 4:02:36,23579,8220678,7.59
2025-03-28 6:33:47,57869,8220678,4.53
2025-04-06 22:10:33,36394,8644765,3.79
2025-04-10 18:16:13,17825,6540085,18.76
2025-03-24 6:04:37,15909,6540085,15.4
2025-04-08 16:08:36,29447,6540085,15.32
2025-03-18 9:20:04,56305,5639437,10.9
2025-04-04 3:26:34,95272,5639437,2.46
2025-04-08 15:33:26,62956,5639437,2.49
2025-03-28 17:31:52,49377,4173796,1.35
2025-04-12 11:49:55,62074,4173796,6.78
2025-04-07 18:28:20,77098,4173796,17.35
2025-04-10 3:29:30,77818,6494771,3.4
2025-03-31 3:19:14,50120,6494771,9.01
2025-04-10 9:08:30,61592,7437783,14.77
2025-03-30 14:53:52,54094,7437783,7.08
2025-02-26 14:13:43,69075,9605678,3.37
2025-02-26 8:07:11,14020,9605678,13.52
2025-03-06 22:35:15,85623,9605678,9.56
2025-03-09 23:03:26,42557,9041017,4.37
2025-03-05 12:09:59,63345,9041017,5.63
2025-02-22 9:12:55,24884,8340911,10.8
2025-02-16 19:07:51,58160,8340911,12.7
2025-03-03 2:48:06,20921,8340911,16.02
2025-03-08 8:59:38,73572,8340911,17.21
2025-03-09 4:21:35,32349,2835547,13.26
2025-03-06 21:39:34,91074,9167968,5.41
2025-02-22 11:50:37,50586,9167968,17.42
2025-02-27 20:46:26,50029,9167968,12.08
2025-03-06 7:06:05,74228,9593299,6.68
2025-03-02 22:48:23,44129,9593299,17.12
2025-03-12 21:42:54,32676,4564224,12.96
2025-03-02 8:56:13,18552,4564224,18.81
2025-03-10 16:30:00,34676,4564224,7.65
2025-02-18 7:42:57,16948,5558440,7.79
2025-02-28 22:49:14,91296,5558440,10.88
2025-02-19 9:17:58,19395,2567329,18.36
2025-06-25 21:53:41,77220,5499959,11.5
2025-05-24 21:05:57,80629,3539626,9.67
2025-06-22 16:34:11,88408,3539626,11.11
2025-05-22 5:35:00,68885,1950178,16.33
2025-05-22 17:23:01,88736,5516038,17.8
2025-06-07 4:43:17,96925,5516038,7.98
2025-06-14 18:51:13,32358,1332583,7.51
2025-06-22 2:21:18,26656,1332583,3.33
2025-05-28 6:02:43,81273,5957683,19.47
2025-06-07 13:41:47,50955,7744355,2.6
2025-05-31 16:35:13,58051,7744355,18.95
2025-06-17 7:25:38,22281,7744355,7.47
2025-06-11 9:16:42,97050,9679446,2.63
2025-06-11 7:26:18,87566,9679446,12.28
2025-06-28 1:27:55,62054,8947680,1.92
2025-06-02 23:06:54,38275,2910609,2.09
2025-05-27 16:03:17,10605,2910609,17.79
