click_timestamp,campaign_id,keyword_id,click_id,click_cost
2024-06-05 23:31:23,cottonoak_summerbasics_lal_audience,3472,20496,1.15
2024-06-07 17:10:51,urbanstride_shoesale_prospecting,2144,86140,1.04
2024-06-08 5:49:40,cottonoak_summerbasics_lal_audience,8728,14398,2.77
2024-06-09 22:47:57,cottonoak_summerbasics_lal_audience,3472,85344,1.19
2024-06-10 11:39:31,urbanstride_shoesale_prospecting,6633,79925,1.7
2024-06-13 1:09:48,cottonoak_summerbasics_lal_audience,8728,22613,2.08
2024-06-13 12:31:07,homehaven_summerrefresh_search,8953,67621,1.14
2024-06-13 13:21:17,homehaven_summerrefresh_search,4790,17483,2.17
2024-06-14 7:35:45,cottonoak_summerbasics_lal_audience,2464,40741,1.35
2024-06-14 18:59:41,urbanstride_shoesale_prospecting,3719,68907,1.11
2024-06-15 0:41:13,homehaven_summerrefresh_search,7376,74955,1.67
2024-06-15 17:59:38,cottonoak_summerbasics_lal_audience,8728,48194,2.05
2024-06-21 20:36:43,homehaven_summerrefresh_search,4790,21646,2.03
2024-06-22 11:48:26,cottonoak_summerbasics_lal_audience,6962,44346,1.62
2024-06-22 15:48:50,homehaven_summerrefresh_search,4705,15667,1.17
2024-06-24 5:44:32,cottonoak_summerbasics_lal_audience,3472,63588,0.98
2024-06-24 12:48:05,homehaven_summerrefresh_search,7376,44616,1.67
2024-06-24 20:55:34,cottonoak_summerbasics_lal_audience,4660,97981,1.92
2024-06-25 6:03:02,homehaven_summerrefresh_search,8953,22888,1.27
2024-06-25 8:22:23,homehaven_summerrefresh_search,8953,48041,1.66
2024-06-25 9:42:55,urbanstride_shoesale_prospecting,2144,50599,1.04
2024-06-26 8:50:28,cottonoak_summerbasics_lal_audience,6962,17623,1.68
2024-06-26 20:53:36,urbanstride_shoesale_prospecting,3024,53018,2.06
2024-06-26 22:37:29,homehaven_summerrefresh_search,4790,51984,2.47
2024-06-28 2:04:55,urbanstride_shoesale_prospecting,2144,13836,1.31
2024-06-28 20:49:59,cottonoak_summerbasics_lal_audience,3472,49593,0.91
2024-06-29 5:07:26,homehaven_summerrefresh_search,8953,40522,1.21
2024-06-30 8:25:56,homehaven_summerrefresh_search,4705,46720,1.41
2024-06-30 10:24:40,cottonoak_summerbasics_lal_audience,6962,14013,1.83
2024-07-01 0:30:34,cottonoak_summerbasics_lal_audience,6962,63925,1.57
2024-07-01 6:31:19,homehaven_summerrefresh_search,4056,32906,2.32
2024-07-01 13:21:26,cottonoak_summerbasics_lal_audience,4660,39202,2.48
2024-07-03 22:10:24,havenhome_clearance_rtg_july,7025,68350,2.41
2024-07-04 13:23:54,homehaven_summerrefresh_search,4790,38710,1.94
2024-07-04 15:27:24,havenhome_clearance_rtg_july,6054,54876,1.95
2024-07-04 20:33:00,cottonoak_summerbasics_lal_audience,2464,41018,1.94
2024-07-05 19:36:55,havenhome_clearance_rtg_july,7025,84957,2.72
2024-07-07 7:56:06,homehaven_summerrefresh_search,4790,82719,2.56
2024-07-07 10:32:13,homehaven_summerrefresh_search,4705,70345,1.34
2024-07-07 21:43:02,havenhome_clearance_rtg_july,5060,21327,1.29
2024-07-08 5:35:06,havenhome_clearance_rtg_july,5060,79782,1.81
2024-07-10 14:28:33,havenhome_clearance_rtg_july,5060,32986,1.51
2024-07-10 21:50:02,cottonoak_summerbasics_lal_audience,4660,19634,1.91
2024-07-11 2:05:25,havenhome_clearance_rtg_july,7025,43147,2.43
2024-07-11 8:03:46,homehaven_summerrefresh_search,8953,22806,1.31
2024-07-12 5:41:21,havenhome_clearance_rtg_july,5342,58455,1.75
2024-07-12 7:57:30,havenhome_clearance_rtg_july,5342,39666,2.23
2024-07-12 10:07:01,homehaven_summerrefresh_search,7376,11586,1.6
2024-07-12 15:27:47,havenhome_clearance_rtg_july,6054,29656,1.97
2024-07-12 19:58:48,cottonoak_summerbasics_lal_audience,4660,74396,2.29
2024-07-13 3:49:50,cottonoak_summerbasics_lal_audience,3472,93035,1.1
2024-07-13 20:20:06,havenhome_clearance_rtg_july,7025,90968,2.46
2024-07-14 3:41:00,homehaven_summerrefresh_search,4056,93548,1.89
2024-07-14 17:23:26,havenhome_clearance_rtg_july,5342,27223,2.07
2024-07-15 1:25:20,nordicnest_bedding_promoblast,6827,22503,2.64
2024-07-15 4:32:02,nordicnest_bedding_promoblast,6338,33494,2.09
2024-07-15 4:40:37,nordicnest_bedding_promoblast,6803,77993,1.35
2024-07-15 11:07:36,nordicnest_bedding_promoblast,6803,52025,1.52
2024-07-15 16:50:23,nordicnest_bedding_promoblast,6803,10467,1.33
2024-07-15 20:48:21,nordicnest_bedding_promoblast,6892,19962,1.98
2024-07-15 22:23:37,havenhome_clearance_rtg_july,7283,73702,1.88
2024-07-16 0:27:20,nordicnest_bedding_promoblast,6892,54082,2.05
2024-07-16 1:36:51,nordicnest_bedding_promoblast,6827,98151,2.12
2024-07-16 4:23:52,nordicnest_bedding_promoblast,6827,11554,2.64
2024-07-16 6:35:38,nordicnest_bedding_promoblast,6338,11138,2.27
2024-07-16 8:01:49,nordicnest_bedding_promoblast,6892,39429,1.84
2024-07-16 10:43:57,nordicnest_bedding_promoblast,6827,63759,1.85
2024-07-16 11:17:14,nordicnest_bedding_promoblast,7851,57647,1.41
2024-07-16 15:19:57,nordicnest_bedding_promoblast,6892,87317,1.84
2024-07-16 15:30:42,nordicnest_bedding_promoblast,6338,33928,2.34
2024-07-17 7:44:56,nordicnest_bedding_promoblast,6827,28741,2.38
2024-07-17 7:45:53,nordicnest_bedding_promoblast,7851,12887,1.49
2024-07-17 8:03:17,nordicnest_bedding_promoblast,6338,16483,2.45
2024-07-17 13:09:25,nordicnest_bedding_promoblast,7851,79442,1.41
2024-07-19 4:20:22,homehaven_summerrefresh_search,4056,37531,2.18
2024-07-20 19:57:26,havenhome_clearance_rtg_july,6054,14961,2.22
2024-07-21 19:37:22,havenhome_clearance_rtg_july,7025,41086,2.13
2024-07-22 7:39:03,havenhome_clearance_rtg_july,7283,65106,1.54
2024-07-23 0:59:05,havenhome_clearance_rtg_july,5342,28569,1.58
2024-07-23 19:29:15,havenhome_clearance_rtg_july,5342,88866,1.75
2024-07-27 10:27:40,havenhome_clearance_rtg_july,5060,76890,1.39
2024-07-28 15:10:27,havenhome_clearance_rtg_july,7283,33702,2.11
2024-07-29 15:09:16,havenhome_clearance_rtg_july,5060,96325,1.66
2024-08-02 0:10:12,echowear_streetstyle_engagementboost,6165,66077,1.79
2024-08-06 1:52:03,echowear_streetstyle_engagementboost,2202,98685,2.65
2024-08-09 19:27:00,echowear_streetstyle_engagementboost,3880,75152,1.4
2024-08-12 2:42:58,echowear_streetstyle_engagementboost,6165,68847,1.77
2024-08-13 3:41:59,echowear_streetstyle_engagementboost,6165,16345,1.21
2024-08-14 2:00:11,echowear_streetstyle_engagementboost,6165,74096,1.54
2024-08-14 5:11:23,echowear_streetstyle_engagementboost,8375,32852,2.38
2024-08-14 23:47:53,echowear_streetstyle_engagementboost,5365,68104,1.45
2024-08-15 18:17:30,echowear_streetstyle_engagementboost,8375,83547,2.57
2024-08-17 4:19:56,echowear_streetstyle_engagementboost,2202,98027,2.15
2024-08-20 10:33:38,echowear_streetstyle_engagementboost,5365,39388,1.53
2024-08-20 23:36:04,echowear_streetstyle_engagementboost,5365,57632,1.47
2024-08-21 23:20:59,echowear_streetstyle_engagementboost,8375,25744,2.6
2024-08-22 11:14:04,echowear_streetstyle_engagementboost,3880,26962,1.36
2024-08-23 19:36:06,echowear_streetstyle_engagementboost,2202,96625,2.18
2024-08-23 20:10:23,echowear_streetstyle_engagementboost,3880,70776,1.18
2024-08-24 20:54:07,echowear_streetstyle_engagementboost,2202,42475,2.76
2024-08-24 23:18:47,echowear_streetstyle_engagementboost,8375,39786,2.32
2024-08-27 16:54:32,echowear_streetstyle_engagementboost,5365,81903,1.11
2024-08-28 22:09:19,echowear_streetstyle_engagementboost,6165,69945,1.54
2024-08-30 0:45:47,echowear_streetstyle_engagementboost,8375,12383,1.94
2024-09-01 17:11:38,cozythreads_fallretargeting_q3,5071,73728,1.25
2024-09-03 18:36:08,cozythreads_fallretargeting_q3,3108,91704,1.56
2024-09-03 23:01:14,cozythreads_fallretargeting_q3,3108,61955,2.09
2024-09-08 23:48:58,cozythreads_fallretargeting_q3,5071,38471,1
2024-09-10 0:30:06,cozythreads_fallretargeting_q3,9277,18460,1.08
2024-09-11 13:38:23,cozythreads_fallretargeting_q3,3108,20413,2.26
2024-09-12 10:01:56,cozythreads_fallretargeting_q3,2783,93186,1.97
2024-09-12 11:24:07,cozythreads_fallretargeting_q3,5071,50637,0.91
2024-09-13 20:59:02,cozythreads_fallretargeting_q3,5004,68576,1.56
2024-09-20 11:14:44,cozythreads_fallretargeting_q3,5071,75870,1.22
2024-09-23 2:07:23,cozythreads_fallretargeting_q3,5004,26788,1.22
2024-09-24 13:48:46,cozythreads_fallretargeting_q3,5071,80013,1.04
2024-09-24 15:00:47,cozythreads_fallretargeting_q3,5004,78136,1.15
2024-09-25 9:51:47,cozythreads_fallretargeting_q3,9277,90701,1.52
2024-09-25 15:39:47,cozythreads_fallretargeting_q3,9277,82732,1.08
2024-09-26 18:48:24,cozythreads_fallretargeting_q3,9277,73302,1.12
2024-09-27 23:31:01,cozythreads_fallretargeting_q3,5004,97828,1.42
2024-09-28 15:43:11,cozythreads_fallretargeting_q3,2783,23761,1.84
2024-09-29 2:47:38,cozythreads_fallretargeting_q3,3108,57078,2.08
2024-09-29 20:39:54,cozythreads_fallretargeting_q3,2783,13270,1.67
2024-10-20 0:56:45,hearthstone_decorgiftguide_q4,3224,77681,1.85
2024-10-29 1:36:28,hearthstone_decorgiftguide_q4,4794,61818,1.25
2024-11-01 2:23:52,hearthstone_decorgiftguide_q4,4797,14252,2.45
2024-11-01 8:36:07,hearthstone_decorgiftguide_q4,3649,90580,1.37
2024-11-05 21:30:47,hearthstone_decorgiftguide_q4,3224,17015,2.1
2024-11-06 4:52:41,lunaluxe_winterwarmers_display,2382,18409,2.03
2024-11-06 22:28:51,lunaluxe_winterwarmers_display,3767,33478,1.38
2024-11-09 9:45:40,hearthstone_decorgiftguide_q4,3224,78187,1.95
2024-11-09 23:45:47,lunaluxe_winterwarmers_display,2913,74749,1.05
2024-11-16 5:55:03,velvetpeak_holidaystyle_lookbook,3945,88066,2.06
2024-11-16 13:16:12,hearthstone_decorgiftguide_q4,4794,85842,1.12
2024-11-16 22:54:14,velvetpeak_holidaystyle_lookbook,2652,78155,2.34
2024-11-17 22:51:04,lunaluxe_winterwarmers_display,6678,19985,1.62
2024-11-18 5:15:50,hearthstone_decorgiftguide_q4,3224,10450,1.93
2024-11-19 23:08:49,lunaluxe_winterwarmers_display,3767,41797,1.13
2024-11-20 13:16:24,velvetpeak_holidaystyle_lookbook,5868,93423,2.41
2024-11-21 3:03:29,velvetpeak_holidaystyle_lookbook,5868,59738,2.33
2024-11-24 15:04:15,velvetpeak_holidaystyle_lookbook,2025,49124,1.77
2024-11-24 23:40:50,lunaluxe_winterwarmers_display,2382,85252,2.61
2024-11-25 19:28:21,hearthstone_decorgiftguide_q4,3224,64260,2.15
2024-11-26 18:56:24,velvetpeak_holidaystyle_lookbook,2025,43246,1.79
2024-11-27 0:06:21,velvetpeak_holidaystyle_lookbook,2652,29502,1.87
2024-11-28 15:37:28,hearthstone_decorgiftguide_q4,3649,84787,1.45
2024-11-30 2:23:11,velvetpeak_holidaystyle_lookbook,3945,26137,1.48
2024-12-02 4:18:41,lunaluxe_winterwarmers_display,2913,98360,1.29
2024-12-04 3:30:03,hearthstone_decorgiftguide_q4,4689,84309,2.34
2024-12-04 6:08:09,velvetpeak_holidaystyle_lookbook,2025,47627,2.51
2024-12-04 22:36:13,hearthstone_decorgiftguide_q4,4689,85240,2.68
2024-12-05 3:07:23,lunaluxe_winterwarmers_display,4032,42166,2.46
2024-12-07 13:48:13,velvetpeak_holidaystyle_lookbook,4822,20318,1.66
2024-12-08 2:39:55,lunaluxe_winterwarmers_display,2913,45198,1.01
2024-12-08 5:40:51,hearthstone_decorgiftguide_q4,3649,11055,1.44
2024-12-09 1:02:53,lunaluxe_winterwarmers_display,6678,74656,1.58
2024-12-12 22:51:06,velvetpeak_holidaystyle_lookbook,3945,48950,1.88
2024-12-13 15:32:58,lunaluxe_winterwarmers_display,3767,78214,1.41
2024-12-13 19:56:09,lunaluxe_winterwarmers_display,4032,60423,2.52
2024-12-14 9:54:58,velvetpeak_holidaystyle_lookbook,4822,43111,1.61
2024-12-15 3:54:30,velvetpeak_holidaystyle_lookbook,5868,17332,2.02
2024-12-16 22:42:27,lunaluxe_winterwarmers_display,2382,19490,2.55
2024-12-16 23:20:19,lunaluxe_winterwarmers_display,4032,63355,1.94
2024-12-17 8:08:52,lunaluxe_winterwarmers_display,6678,45414,1.52
2024-12-17 21:37:26,hearthstone_decorgiftguide_q4,4689,54186,2.55
2024-12-18 12:37:26,velvetpeak_holidaystyle_lookbook,2025,67584,2.41
2024-12-19 12:03:26,hearthstone_decorgiftguide_q4,4797,85220,2.08
2024-12-19 20:56:48,velvetpeak_holidaystyle_lookbook,3945,56437,1.49
2024-12-19 21:06:20,lunaluxe_winterwarmers_display,2382,71996,2.17
2024-12-19 22:35:34,lunaluxe_winterwarmers_display,4032,42513,2.63
2024-12-20 10:51:32,hearthstone_decorgiftguide_q4,4794,87276,1.16
2024-12-22 5:30:03,velvetpeak_holidaystyle_lookbook,4822,27386,1.46
2024-12-22 22:12:08,velvetpeak_holidaystyle_lookbook,2652,53660,2.51
2024-12-23 11:47:09,hearthstone_decorgiftguide_q4,4797,55322,2.63
2024-12-24 14:19:32,hearthstone_decorgiftguide_q4,4689,13144,2.13
2024-12-24 18:33:18,velvetpeak_holidaystyle_lookbook,3945,73267,1.52
2024-12-26 16:36:48,hearthstone_decorgiftguide_q4,3649,20047,1.43
2024-12-30 10:54:52,hearthstone_decorgiftguide_q4,4689,37137,2.08
2025-01-05 14:44:26,brightloft_homeessentials_performancemax,5006,23184,2.5
2025-01-06 23:50:56,brightloft_homeessentials_performancemax,2364,66448,1.15
2025-01-08 8:20:25,brightloft_homeessentials_performancemax,2364,77411,1.23
2025-01-09 4:58:10,brightloft_homeessentials_performancemax,4326,32044,1.43
2025-01-10 21:02:21,brightloft_homeessentials_performancemax,2364,43368,1.38
2025-01-13 13:12:51,brightloft_homeessentials_performancemax,3978,43489,2.07
2025-01-13 19:51:31,brightloft_homeessentials_performancemax,9538,61004,1.78
2025-01-18 0:42:12,brightloft_homeessentials_performancemax,3978,94361,1.76
2025-01-18 2:40:07,brightloft_homeessentials_performancemax,3978,50344,1.98
2025-01-21 12:31:24,brightloft_homeessentials_performancemax,9538,31217,1.63
2025-01-22 5:24:03,brightloft_homeessentials_performancemax,9538,27356,2
2025-01-22 13:58:46,brightloft_homeessentials_performancemax,5006,86367,2.31
2025-01-23 9:33:16,brightloft_homeessentials_performancemax,9538,27012,1.67
2025-01-25 19:05:47,brightloft_homeessentials_performancemax,2364,38859,1.31
2025-01-26 21:13:20,brightloft_homeessentials_performancemax,4326,41343,1.41
2025-01-27 7:38:06,brightloft_homeessentials_performancemax,5006,49851,2.37
2025-01-27 13:25:28,brightloft_homeessentials_performancemax,4326,71490,1.61
2025-01-28 11:18:55,brightloft_homeessentials_performancemax,3978,25018,1.86
2025-01-28 19:07:34,brightloft_homeessentials_performancemax,5006,43607,1.84
2025-01-28 23:54:31,brightloft_homeessentials_performancemax,9538,95005,2.04
2025-02-01 6:27:36,everydayease_apparel_cpa_test,6375,99366,1.82
2025-02-03 5:50:34,everydayease_apparel_cpa_test,6861,62432,1.13
2025-02-04 12:51:03,everydayease_apparel_cpa_test,4547,16482,1.35
2025-02-06 4:10:59,everydayease_apparel_cpa_test,6375,55722,1.74
2025-02-08 17:25:56,everydayease_apparel_cpa_test,9839,46327,2.23
2025-02-10 10:32:00,everydayease_apparel_cpa_test,4547,73764,1.49
2025-02-10 16:00:11,everydayease_apparel_cpa_test,6861,69476,1.08
2025-02-11 14:58:06,everydayease_apparel_cpa_test,6375,79815,1.37
2025-02-12 20:15:44,everydayease_apparel_cpa_test,4547,79427,1.18
2025-02-13 2:20:13,everydayease_apparel_cpa_test,6375,34222,1.83
2025-02-16 1:39:53,everydayease_apparel_cpa_test,6861,80726,1.12
2025-02-16 9:40:44,everydayease_apparel_cpa_test,6950,61931,2.4
2025-02-16 19:07:51,threadline_ecocollection_abtest01,8903,58160,1.68
2025-02-18 7:42:57,threadline_ecocollection_abtest01,3110,16948,0.98
2025-02-19 9:17:58,threadline_ecocollection_abtest01,3110,19395,1.07
2025-02-19 15:22:02,everydayease_apparel_cpa_test,4547,97170,1.37
2025-02-22 9:12:55,threadline_ecocollection_abtest01,8903,24884,1.97
2025-02-22 11:50:37,threadline_ecocollection_abtest01,3870,50586,1.95
2025-02-23 3:48:59,everydayease_apparel_cpa_test,6950,34766,1.73
2025-02-23 13:20:54,everydayease_apparel_cpa_test,6950,39438,2.17
2025-02-24 1:02:08,everydayease_apparel_cpa_test,9839,11693,1.99
2025-02-25 12:06:33,everydayease_apparel_cpa_test,9839,95067,1.97
2025-02-26 3:27:52,everydayease_apparel_cpa_test,6375,55260,1.55
2025-02-26 8:07:11,threadline_ecocollection_abtest01,3327,14020,1.83
2025-02-26 14:13:43,threadline_ecocollection_abtest01,3327,69075,1.65
2025-02-27 14:19:01,everydayease_apparel_cpa_test,9839,16885,1.99
2025-02-27 20:46:26,threadline_ecocollection_abtest01,3870,50029,2.2
2025-02-28 22:49:14,threadline_ecocollection_abtest01,3110,91296,1.32
2025-03-02 7:34:34,trailbound_hikingboots_remarketing,5462,59000,1.41
2025-03-02 8:56:13,threadline_ecocollection_abtest01,2476,18552,1.24
2025-03-02 22:48:23,threadline_ecocollection_abtest01,2476,44129,1.35
2025-03-03 2:48:06,threadline_ecocollection_abtest01,8903,20921,2.26
2025-03-05 12:09:59,threadline_ecocollection_abtest01,3327,63345,1.53
2025-03-06 7:06:05,threadline_ecocollection_abtest01,2476,74228,1.25
2025-03-06 21:39:34,threadline_ecocollection_abtest01,3870,91074,2.7
2025-03-06 22:35:15,threadline_ecocollection_abtest01,3327,85623,1.31
2025-03-08 8:59:38,threadline_ecocollection_abtest01,8903,73572,1.65
2025-03-09 4:21:35,threadline_ecocollection_abtest01,8903,32349,1.59
2025-03-09 23:03:26,threadline_ecocollection_abtest01,3327,42557,1.73
2025-03-10 16:30:00,threadline_ecocollection_abtest01,2476,34676,1.36
2025-03-11 16:56:46,trailbound_hikingboots_remarketing,8733,85742,1.31
2025-03-12 21:42:54,threadline_ecocollection_abtest01,2476,32676,1.12
2025-03-14 5:59:33,trailbound_hikingboots_remarketing,8733,92712,1.29
2025-03-17 23:44:00,trailbound_hikingboots_remarketing,6182,30102,1.64
2025-03-18 9:20:04,peakcomfort_sneakerdrop_mobileonly,7724,56305,2.23
2025-03-19 9:41:16,trailbound_hikingboots_remarketing,4546,56166,1.13
2025-03-19 9:42:50,trailbound_hikingboots_remarketing,4546,48210,1.1
2025-03-19 21:03:05,trailbound_hikingboots_remarketing,4728,53240,1.49
2025-03-20 3:04:00,trailbound_hikingboots_remarketing,5462,48454,1.75
2025-03-20 15:03:47,trailbound_hikingboots_remarketing,4728,10711,1.73
2025-03-21 11:09:31,trailbound_hikingboots_remarketing,4546,12449,1.09
2025-03-21 19:22:12,trailbound_hikingboots_remarketing,5462,79985,1.44
2025-03-23 1:45:47,trailbound_hikingboots_remarketing,4546,75054,1.13
2025-03-23 9:55:03,trailbound_hikingboots_remarketing,5462,36652,1.47
2025-03-23 16:32:56,trailbound_hikingboots_remarketing,4728,83571,1.86
2025-03-23 19:56:49,trailbound_hikingboots_remarketing,6182,69513,1.49
2025-03-24 6:04:37,peakcomfort_sneakerdrop_mobileonly,6122,15909,2.7
2025-03-26 22:17:56,trailbound_hikingboots_remarketing,5462,73032,1.37
2025-03-27 3:04:20,trailbound_hikingboots_remarketing,8733,59959,1.45
2025-03-27 4:28:07,trailbound_hikingboots_remarketing,6182,20154,1.51
2025-03-27 12:17:24,trailbound_hikingboots_remarketing,8733,11832,1.48
2025-03-28 6:33:47,peakcomfort_sneakerdrop_mobileonly,8113,57869,1.21
2025-03-28 17:31:52,peakcomfort_sneakerdrop_mobileonly,6392,49377,2.32
2025-03-29 4:02:36,peakcomfort_sneakerdrop_mobileonly,8113,23579,1.25
2025-03-30 14:53:52,peakcomfort_sneakerdrop_mobileonly,2056,54094,1.49
2025-03-31 3:19:14,peakcomfort_sneakerdrop_mobileonly,2056,50120,1.33
2025-04-01 16:29:02,swiftstep_runninggear_conversiontest,4691,71338,1.64
2025-04-01 20:05:23,swiftstep_runninggear_conversiontest,7835,16750,1.69
2025-04-04 3:26:34,peakcomfort_sneakerdrop_mobileonly,7724,95272,2.29
2025-04-05 3:44:46,swiftstep_runninggear_conversiontest,5496,29732,2.05
2025-04-06 22:10:33,peakcomfort_sneakerdrop_mobileonly,6122,36394,2.07
2025-04-07 18:28:20,peakcomfort_sneakerdrop_mobileonly,6392,77098,2.44
2025-04-08 4:38:58,peakcomfort_sneakerdrop_mobileonly,8113,78536,1.47
2025-04-08 15:33:26,peakcomfort_sneakerdrop_mobileonly,7724,62956,2.22
2025-04-08 16:08:36,peakcomfort_sneakerdrop_mobileonly,6122,29447,2.54
2025-04-09 23:42:54,swiftstep_runninggear_conversiontest,4011,70572,1.87
2025-04-10 3:29:30,peakcomfort_sneakerdrop_mobileonly,2056,77818,1.29
2025-04-10 8:22:37,swiftstep_runninggear_conversiontest,6220,14251,1.87
2025-04-10 9:08:30,peakcomfort_sneakerdrop_mobileonly,2056,61592,1.24
2025-04-10 10:09:48,swiftstep_runninggear_conversiontest,4691,80282,1.39
2025-04-10 15:55:54,softlanding_bathcollection_q2promo,2703,31623,2.19
2025-04-10 18:16:13,peakcomfort_sneakerdrop_mobileonly,6122,17825,1.98
2025-04-11 18:10:42,swiftstep_runninggear_conversiontest,7835,92870,1.94
2025-04-12 11:49:55,peakcomfort_sneakerdrop_mobileonly,6392,62074,2.2
2025-04-12 15:09:08,softlanding_bathcollection_q2promo,9485,35779,0.99
2025-04-12 15:59:51,swiftstep_runninggear_conversiontest,5496,17502,2.46
2025-04-12 19:28:15,swiftstep_runninggear_conversiontest,7835,78057,1.86
2025-04-13 4:54:23,swiftstep_runninggear_conversiontest,6220,69323,1.8
2025-04-14 9:52:34,swiftstep_runninggear_conversiontest,5496,76525,2.34
2025-04-15 12:11:30,softlanding_bathcollection_q2promo,8956,37744,1.96
2025-04-15 15:03:30,softlanding_bathcollection_q2promo,4508,21984,2.76
2025-04-15 16:51:28,softlanding_bathcollection_q2promo,8956,88722,2.11
2025-04-15 21:28:17,softlanding_bathcollection_q2promo,2703,65222,1.74
2025-04-16 8:38:29,softlanding_bathcollection_q2promo,8074,62578,2.6
2025-04-17 16:31:26,softlanding_bathcollection_q2promo,2703,81642,1.99
2025-04-18 12:27:24,swiftstep_runninggear_conversiontest,4691,40357,1.32
2025-04-19 21:09:45,softlanding_bathcollection_q2promo,8074,66043,2.01
2025-04-20 17:31:23,swiftstep_runninggear_conversiontest,5496,67523,2.28
2025-04-20 21:47:42,softlanding_bathcollection_q2promo,8956,59206,2.38
2025-04-23 0:39:05,swiftstep_runninggear_conversiontest,6220,52368,1.83
2025-04-24 12:07:56,swiftstep_runninggear_conversiontest,4011,47834,1.94
2025-04-24 19:50:53,swiftstep_runninggear_conversiontest,7835,19811,1.98
2025-04-25 6:26:20,softlanding_bathcollection_q2promo,4508,32909,2.09
2025-04-26 1:54:51,swiftstep_runninggear_conversiontest,5496,81643,2.7
2025-04-26 11:14:46,swiftstep_runninggear_conversiontest,4011,64158,2.21
2025-04-26 18:34:07,swiftstep_runninggear_conversiontest,6220,13465,1.89
2025-04-27 0:19:36,swiftstep_runninggear_conversiontest,4011,31655,2.51
2025-04-27 13:30:12,softlanding_bathcollection_q2promo,9485,66541,1.19
2025-04-27 17:14:56,swiftstep_runninggear_conversiontest,6220,43820,1.88
2025-04-29 5:33:40,swiftstep_runninggear_conversiontest,7835,34656,1.91
2025-04-29 14:53:53,softlanding_bathcollection_q2promo,4508,18363,2.66
2025-04-29 14:55:06,swiftstep_runninggear_conversiontest,4011,46571,2.54
2025-05-01 6:26:32,softlanding_bathcollection_q2promo,8074,35149,2.56
2025-05-01 11:00:54,softlanding_bathcollection_q2promo,8074,80540,2.45
2025-05-03 3:42:50,pureform_athleticpush_may2025,4562,86539,2.49
2025-05-04 8:52:51,pureform_athleticpush_may2025,3048,96304,1.59
2025-05-06 8:10:02,softlanding_bathcollection_q2promo,9485,97564,1.11
2025-05-06 14:22:58,pureform_athleticpush_may2025,3037,24699,2.85
2025-05-09 13:23:12,softlanding_bathcollection_q2promo,2703,87005,2.41
2025-05-10 9:00:45,pureform_athleticpush_may2025,8372,18298,1.06
2025-05-10 13:33:45,pureform_athleticpush_may2025,8423,79114,1.34
